1761428096,POINT(-111.8541192 40.5956496),Szechuan Garden
1818224140,POINT(-111.8593318 40.7386831),Whispers
1828114299,POINT(-112.2710885 40.6838119),Del Taco
1830264776,POINT(-109.5296466 40.4910874),War palace
1832055418,POINT(-111.8867626 40.7630556),Plum Alley
1832055419,POINT(-111.8760935 40.7626139),Su Casa
1832055420,POINT(-111.8872056 40.7631157),The Copper Onion
1832066741,POINT(-111.9022316 40.7639735),Pallet
1834310686,POINT(-111.8877864 40.7643402),Toasters
1834370376,POINT(-111.8913984 40.763038),Barbacoa
1834370395,POINT(-111.8914113 40.7634267),Cindy Lee Cafe
1834370400,POINT(-111.8914175 40.763469),Coffee Garden
1834370481,POINT(-111.8914029 40.7662848),Michelangelo's
1834370489,POINT(-111.8914263 40.7637395),Pier 49 Pizza
1834370516,POINT(-111.8914469 40.7675239),The Chalk Garden Coop
1834779446,POINT(-111.7942763 40.6858187),Einstein Brothers Bagels
1834779448,POINT(-111.8443925 40.6859959),Koffee House
1834779451,POINT(-111.8345913 40.7000397),La Fountain
1834779484,POINT(-111.8545245 40.6256506),Noodles Company
1834779488,POINT(-111.8221116 40.6236228),Subway
1834794972,POINT(-111.870714 40.725661),Starbucks
1838297450,POINT(-111.890787 40.7621754),The Robins Nest
1870876101,POINT(-113.5339888 37.1222065),Mad Pita express
1870886708,POINT(-113.5342087 37.1228118),Jimmy John's
1878695701,POINT(-113.5532753 37.1057439),Iggy's Sports Grill
1885944109,POINT(-111.9382938 40.5895069),Village Inn
1885952638,POINT(-111.9300246 40.5883215),Red Lantern
1885952653,POINT(-111.9355821 40.587358),Starbucks
1890680978,POINT(-112.024926 41.4757689),Madox
1899509112,POINT(-109.5510674 38.5730573),Pasta Jay's
1914939367,POINT(-111.9785988 41.0707745),Starbucks
1937255090,POINT(-111.4985906 40.6629971),Lespri
1937255106,POINT(-111.494983 40.6418787),Blue Iguana
1937258411,POINT(-111.4969303 40.6464212),Easy Street
1942378405,POINT(-113.5842843 37.1100873),Benja's
1945436937,POINT(-113.5634598 37.1101105),Sakura
1945476859,POINT(-113.5661153 37.1101961),Port of Subs
1945496693,POINT(-113.5687089 37.1100506),Menchie's
1945520032,POINT(-113.5732043 37.1100912),Cafe Rio
